cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
57,4,1,79050.0,100000003148220100 100000004971871100 100000001852140100 100000006888238100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.1 млн KZT"
58,4,0,1595700.0,100000001052945100 100000001131403100 100000004616845100 100000005146665100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 1.6 млн KZT"
59,4,0,332709.0,100000002513028100 100000004610802100 100000002516862100 100000004780083100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 0.3 млн KZT"
60,4,0,832800.0,100000008625905100 100000003159641100 100000001065234100 100000002194320100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 0.8 млн KZT"
61,3,1,390167.62,100000002781227100 100000002796853100 100000008522127100,признаки транзитной цепочки: 1 узел пропускают средства дальше; 1 seed-клиент; внутренний оборот 0.4 млн KZT
62,3,1,450000.0,100000002371751100 100000000769919100 100000007018630100,признаки транзитной цепочки: 1 узел пропускают средства дальше; 1 seed-клиент; внутренний оборот 0.5 млн KZT
63,3,1,450816.0,100000005034574100 100000007283257100 100000004388983100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.5 млн KZT"
64,3,0,627870.0,100000004666651100 100000005664632100 100000008628231100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 0.6 млн KZT"
65,3,0,1557988.0,100000008258458100 100000004035925100 100000008619159100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 1.6 млн KZT"
66,3,0,553830.0,100000003321895100 100000003692843100 100000002371892100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 0.6 млн KZT"
67,2,1,81465.0,100000003865939100 100000005392290100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.1 млн KZT"
68,2,1,30000.0,100000003980083100 100000003200071100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
69,2,0,857500.0,100000008324800100 100000007390016100,признаки транзитной цепочки: 1 узел пропускают средства дальше; без seed-клиентов; внутренний оборот 0.9 млн KZT
70,2,0,584900.0,100000008430691100 100000007330432100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 0.6 млн KZT"
71,2,0,761255.0,100000000583220100 100000004586598100,"выраженной структуры не выявлено, преимущественно периферия; без seed-клиентов; внутренний оборот 0.8 млн KZT"
72,1,1,0.0,100000000456947100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
73,1,1,0.0,100000003265658100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
74,1,1,0.0,100000003349739100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
75,1,1,0.0,100000003770083100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
76,1,1,0.0,100000004021459100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
77,1,1,0.0,100000004174835100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
78,1,1,0.0,100000005017150100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
79,1,1,0.0,100000005087431100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
80,1,1,0.0,100000005235389100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
81,1,1,0.0,100000005480435100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
82,1,1,0.0,100000005495722100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
83,1,1,0.0,100000005550592100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
84,1,1,0.0,100000005560900100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
85,1,1,0.0,100000005568407100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
86,1,1,0.0,100000008117324100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
87,1,1,0.0,100000008205000100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
88,1,1,0.0,100000008513251100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
89,1,1,0.0,100000008669037100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
90,1,1,0.0,100000008701222100,"выраженной структуры не выявлено, преимущественно периферия; 1 seed-клиент; внутренний оборот 0.0 млн KZT"
